subject,task,label,start_s,end_s,source,confidence
S17_RJS,S02_state,HOLD,368.63020000000006,376.63020000000006,25~30초 허용+RSP 확인,B
S17_RJS,S02_state,HOLD,372.63020000000006,380.63020000000006,25~30초 허용+RSP 확인,B
S17_RJS,S02_state,HOLD,376.63020000000006,384.63020000000006,25~30초 허용+RSP 확인,B
S17_RJS,S02_state,POST_HOLD,393.25,403.25,RSP 재개 후~운동 준비 전,B
S17_RJS,S02_state,POST_HOLD,398.25,408.25,RSP 재개 후~운동 준비 전,B
S17_RJS,S02_state,POST_HOLD,403.25,413.25,RSP 재개 후~운동 준비 전,B
S17_RJS,S02_state,POST_HOLD,408.25,418.25,RSP 재개 후~운동 준비 전,B
S17_RJS,S02_state,POST_HOLD,413.25,423.25,RSP 재개 후~운동 준비 전,B
S17_RJS,S02_state,POST_HOLD,418.25,428.25,RSP 재개 후~운동 준비 전,B
S17_RJS,S02_state,POST_HOLD,423.25,433.25,RSP 재개 후~운동 준비 전,B
S17_RJS,S02_state,POST_HOLD,428.25,438.25,RSP 재개 후~운동 준비 전,B
S17_RJS,S02_state,POST_HOLD,433.25,443.25,RSP 재개 후~운동 준비 전,B
S17_RJS,S02_state,SQUAT,468.63020000000006,478.63020000000006,화면 시간표(준비/착석 제외),A
S17_RJS,S02_state,SQUAT,473.63020000000006,483.63020000000006,화면 시간표(준비/착석 제외),A
S17_RJS,S02_state,SQUAT,478.63020000000006,488.63020000000006,화면 시간표(준비/착석 제외),A
S17_RJS,S02_state,SQUAT,483.63020000000006,493.63020000000006,화면 시간표(준비/착석 제외),A
S17_RJS,S02_state,SQUAT,488.63020000000006,498.63020000000006,화면 시간표(준비/착석 제외),A
S17_RJS,S02_state,SQUAT,493.63020000000006,503.63020000000006,화면 시간표(준비/착석 제외),A
S17_RJS,S02_state,SQUAT,498.63020000000006,508.63020000000006,화면 시간표(준비/착석 제외),A
S17_RJS,S02_state,SQUAT,503.63020000000006,513.6302000000001,화면 시간표(준비/착석 제외),A
S17_RJS,S02_state,SQUAT,508.63020000000006,518.6302000000001,화면 시간표(준비/착석 제외),A
S17_RJS,S02_state,POST_EXERCISE,543.6302000000001,553.6302000000001,화면 시간표(착석 후 5초 제외),A
S17_RJS,S02_state,POST_EXERCISE,548.6302000000001,558.6302000000001,화면 시간표(착석 후 5초 제외),A
S17_RJS,S02_state,POST_EXERCISE,553.6302000000001,563.6302000000001,화면 시간표(착석 후 5초 제외),A
S17_RJS,S02_state,POST_EXERCISE,558.6302000000001,568.6302000000001,화면 시간표(착석 후 5초 제외),A
S17_RJS,S02_state,POST_EXERCISE,563.6302000000001,573.6302000000001,화면 시간표(착석 후 5초 제외),A
S17_RJS,S02_state,POST_EXERCISE,568.6302000000001,578.6302000000001,화면 시간표(착석 후 5초 제외),A
S17_RJS,S02_state,POST_EXERCISE,573.6302000000001,583.6302000000001,화면 시간표(착석 후 5초 제외),A
S17_RJS,S02_state,POST_EXERCISE,578.6302000000001,588.6302000000001,화면 시간표(착석 후 5초 제외),A
S17_RJS,S02_state,POST_EXERCISE,583.6302000000001,593.6302000000001,화면 시간표(착석 후 5초 제외),A
S18_LJH,S01_angle,FACE_R1,28.488000000000035,36.488000000000035,화면 1분+회전 피크,A
S18_LJH,S01_angle,FACE_R1,32.488000000000035,40.488000000000035,화면 1분+회전 피크,A
S18_LJH,S01_angle,FACE_R1,36.488000000000035,44.488000000000035,화면 1분+회전 피크,A
S18_LJH,S01_angle,FACE_R1,40.488000000000035,48.488000000000035,화면 1분+회전 피크,A
S18_LJH,S01_angle,FACE_R1,44.488000000000035,52.488000000000035,화면 1분+회전 피크,A
S18_LJH,S01_angle,FACE_R1,48.488000000000035,56.488000000000035,화면 1분+회전 피크,A
S18_LJH,S01_angle,FACE_R1,52.488000000000035,60.488000000000035,화면 1분+회전 피크,A
S18_LJH,S01_angle,FACE_R1,56.488000000000035,64.48800000000003,화면 1분+회전 피크,A
S18_LJH,S01_angle,FACE_R1,60.488000000000035,68.48800000000003,화면 1분+회전 피크,A
S18_LJH,S01_angle,FACE_R1,64.48800000000003,72.48800000000003,화면 1분+회전 피크,A
S18_LJH,S01_angle,FACE_R1,68.48800000000003,76.48800000000003,화면 1분+회전 피크,A
S18_LJH,S01_angle,FACE_R2,87.0,95.0,회전 피크 사이,A
S18_LJH,S01_angle,FACE_R2,91.0,99.0,회전 피크 사이,A
S18_LJH,S01_angle,FACE_R2,95.0,103.0,회전 피크 사이,A
S18_LJH,S01_angle,FACE_R2,99.0,107.0,회전 피크 사이,A
S18_LJH,S01_angle,FACE_R2,103.0,111.0,회전 피크 사이,A
S18_LJH,S01_angle,FACE_R2,107.0,115.0,회전 피크 사이,A
S18_LJH,S01_angle,FACE_R2,111.0,119.0,회전 피크 사이,A
S18_LJH,S01_angle,FACE_R2,115.0,123.0,회전 피크 사이,A
S18_LJH,S01_angle,FACE_R2,119.0,127.0,회전 피크 사이,A
S18_LJH,S01_angle,FACE_R2,123.0,131.0,회전 피크 사이,A
S18_LJH,S01_angle,FACE_R2,127.0,135.0,회전 피크 사이,A
S18_LJH,S01_angle,FACE_R2,131.0,139.0,회전 피크 사이,A
S18_LJH,S01_angle,FACE_R3,148.9,156.9,두 번째 회전 후,A
S18_LJH,S01_angle,FACE_R3,152.9,160.9,두 번째 회전 후,A
S18_LJH,S01_angle,FACE_R3,156.9,164.9,두 번째 회전 후,A
S18_LJH,S01_angle,FACE_R3,160.9,168.9,두 번째 회전 후,A
S18_LJH,S01_angle,FACE_R3,164.9,172.9,두 번째 회전 후,A
S18_LJH,S01_angle,FACE_R3,168.9,176.9,두 번째 회전 후,A
S18_LJH,S01_angle,FACE_R3,172.9,180.9,두 번째 회전 후,A
S18_LJH,S01_angle,FACE_R3,176.9,184.9,두 번째 회전 후,A
S18_LJH,S01_angle,FACE_R3,180.9,188.9,두 번째 회전 후,A
S18_LJH,S01_angle,FACE_R3,184.9,192.9,두 번째 회전 후,A
S18_LJH,S01_angle,FACE_R3,188.9,196.9,두 번째 회전 후,A
S18_LJH,S02_state,NORMAL,242.43400000000003,252.43400000000003,화면 시간표,A
S18_LJH,S02_state,NORMAL,247.43400000000003,257.434,화면 시간표,A
S18_LJH,S02_state,NORMAL,252.43400000000003,262.434,화면 시간표,A
S18_LJH,S02_state,NORMAL,257.434,267.434,화면 시간표,A
S18_LJH,S02_state,NORMAL,262.434,272.434,화면 시간표,A
S18_LJH,S02_state,NORMAL,267.434,277.434,화면 시간표,A
S18_LJH,S02_state,NORMAL,272.434,282.434,화면 시간표,A
S18_LJH,S02_state,NORMAL,277.434,287.434,화면 시간표,A
S18_LJH,S02_state,NORMAL,282.434,292.434,화면 시간표,A
S18_LJH,S02_state,SLOW,302.434,312.434,화면 시간표,A
S18_LJH,S02_state,SLOW,307.434,317.434,화면 시간표,A
S18_LJH,S02_state,SLOW,312.434,322.434,화면 시간표,A
S18_LJH,S02_state,SLOW,317.434,327.434,화면 시간표,A
S18_LJH,S02_state,SLOW,322.434,332.434,화면 시간표,A
S18_LJH,S02_state,SLOW,327.434,337.434,화면 시간표,A
S18_LJH,S02_state,SLOW,332.434,342.434,화면 시간표,A
S18_LJH,S02_state,SLOW,337.434,347.434,화면 시간표,A
S18_LJH,S02_state,SLOW,342.434,352.434,화면 시간표,A
S18_LJH,S02_state,HOLD,359.434,367.434,25~30초 허용+RSP 확인,B
S18_LJH,S02_state,HOLD,363.434,371.434,25~30초 허용+RSP 확인,B
S18_LJH,S02_state,HOLD,367.434,375.434,25~30초 허용+RSP 확인,B
S18_LJH,S02_state,HOLD,371.434,379.434,25~30초 허용+RSP 확인,B
S18_LJH,S02_state,HOLD,375.434,383.434,25~30초 허용+RSP 확인,B
S18_LJH,S02_state,POST_HOLD,392.434,402.434,RSP 재개 후~운동 준비 전,B
S18_LJH,S02_state,POST_HOLD,397.434,407.434,RSP 재개 후~운동 준비 전,B
S18_LJH,S02_state,POST_HOLD,402.434,412.434,RSP 재개 후~운동 준비 전,B
S18_LJH,S02_state,POST_HOLD,407.434,417.434,RSP 재개 후~운동 준비 전,B
S18_LJH,S02_state,POST_HOLD,412.434,422.434,RSP 재개 후~운동 준비 전,B
S18_LJH,S02_state,POST_HOLD,417.434,427.434,RSP 재개 후~운동 준비 전,B
S18_LJH,S02_state,POST_HOLD,422.434,432.434,RSP 재개 후~운동 준비 전,B
S18_LJH,S02_state,POST_HOLD,427.434,437.434,RSP 재개 후~운동 준비 전,B
S18_LJH,S02_state,POST_HOLD,432.434,442.434,RSP 재개 후~운동 준비 전,B
S18_LJH,S02_state,SQUAT,467.434,477.434,화면 시간표(준비/착석 제외),A
S18_LJH,S02_state,SQUAT,472.434,482.434,화면 시간표(준비/착석 제외),A
S18_LJH,S02_state,SQUAT,477.434,487.434,화면 시간표(준비/착석 제외),A
S18_LJH,S02_state,SQUAT,482.434,492.434,화면 시간표(준비/착석 제외),A
S18_LJH,S02_state,SQUAT,487.434,497.434,화면 시간표(준비/착석 제외),A
S18_LJH,S02_state,SQUAT,492.434,502.434,화면 시간표(준비/착석 제외),A
S18_LJH,S02_state,SQUAT,497.434,507.434,화면 시간표(준비/착석 제외),A
S18_LJH,S02_state,SQUAT,502.434,512.434,화면 시간표(준비/착석 제외),A
S18_LJH,S02_state,SQUAT,507.434,517.434,화면 시간표(준비/착석 제외),A
S18_LJH,S02_state,POST_EXERCISE,542.434,552.434,화면 시간표(착석 후 5초 제외),A
S18_LJH,S02_state,POST_EXERCISE,547.434,557.434,화면 시간표(착석 후 5초 제외),A
S18_LJH,S02_state,POST_EXERCISE,552.434,562.434,화면 시간표(착석 후 5초 제외),A
S18_LJH,S02_state,POST_EXERCISE,557.434,567.434,화면 시간표(착석 후 5초 제외),A
S18_LJH,S02_state,POST_EXERCISE,562.434,572.434,화면 시간표(착석 후 5초 제외),A
S18_LJH,S02_state,POST_EXERCISE,567.434,577.434,화면 시간표(착석 후 5초 제외),A
S18_LJH,S02_state,POST_EXERCISE,572.434,582.434,화면 시간표(착석 후 5초 제외),A
S18_LJH,S02_state,POST_EXERCISE,577.434,587.434,화면 시간표(착석 후 5초 제외),A
S18_LJH,S02_state,POST_EXERCISE,582.434,592.434,화면 시간표(착석 후 5초 제외),A
S19_CHW,S01_angle,FACE_R1,32.86400000000003,40.86400000000003,화면 1분+회전 피크,A
S19_CHW,S01_angle,FACE_R1,36.86400000000003,44.86400000000003,화면 1분+회전 피크,A
S19_CHW,S01_angle,FACE_R1,40.86400000000003,48.86400000000003,화면 1분+회전 피크,A
S19_CHW,S01_angle,FACE_R1,44.86400000000003,52.86400000000003,화면 1분+회전 피크,A
S19_CHW,S01_angle,FACE_R1,48.86400000000003,56.86400000000003,화면 1분+회전 피크,A
S19_CHW,S01_angle,FACE_R1,52.86400000000003,60.86400000000003,화면 1분+회전 피크,A
S19_CHW,S01_angle,FACE_R1,56.86400000000003,64.86400000000003,화면 1분+회전 피크,A
S19_CHW,S01_angle,FACE_R1,60.86400000000003,68.86400000000003,화면 1분+회전 피크,A
S19_CHW,S01_angle,FACE_R1,64.86400000000003,72.86400000000003,화면 1분+회전 피크,A
S19_CHW,S01_angle,FACE_R1,68.86400000000003,76.86400000000003,화면 1분+회전 피크,A
S19_CHW,S01_angle,FACE_R2,88.0,96.0,회전 피크 사이,A
S19_CHW,S01_angle,FACE_R2,92.0,100.0,회전 피크 사이,A
S19_CHW,S01_angle,FACE_R2,96.0,104.0,회전 피크 사이,A
S19_CHW,S01_angle,FACE_R2,100.0,108.0,회전 피크 사이,A
S19_CHW,S01_angle,FACE_R2,104.0,112.0,회전 피크 사이,A
S19_CHW,S01_angle,FACE_R2,108.0,116.0,회전 피크 사이,A
S19_CHW,S01_angle,FACE_R2,112.0,120.0,회전 피크 사이,A
S19_CHW,S01_angle,FACE_R2,116.0,124.0,회전 피크 사이,A
S19_CHW,S01_angle,FACE_R2,120.0,128.0,회전 피크 사이,A
S19_CHW,S01_angle,FACE_R2,124.0,132.0,회전 피크 사이,A
S19_CHW,S01_angle,FACE_R2,128.0,136.0,회전 피크 사이,A
S19_CHW,S01_angle,FACE_R2,132.0,140.0,회전 피크 사이,A
S19_CHW,S01_angle,FACE_R3,149.8,157.8,두 번째 회전 후,A
S19_CHW,S01_angle,FACE_R3,153.8,161.8,두 번째 회전 후,A
S19_CHW,S01_angle,FACE_R3,157.8,165.8,두 번째 회전 후,A
S19_CHW,S01_angle,FACE_R3,161.8,169.8,두 번째 회전 후,A
S19_CHW,S01_angle,FACE_R3,165.8,173.8,두 번째 회전 후,A
S19_CHW,S01_angle,FACE_R3,169.8,177.8,두 번째 회전 후,A
S19_CHW,S01_angle,FACE_R3,173.8,181.8,두 번째 회전 후,A
S19_CHW,S01_angle,FACE_R3,177.8,185.8,두 번째 회전 후,A
S19_CHW,S01_angle,FACE_R3,181.8,189.8,두 번째 회전 후,A
S19_CHW,S01_angle,FACE_R3,185.8,193.8,두 번째 회전 후,A
S19_CHW,S01_angle,FACE_R3,189.8,197.8,두 번째 회전 후,A
S19_CHW,S01_angle,FACE_R3,193.8,201.8,두 번째 회전 후,A
S19_CHW,S02_state,NORMAL,292.062,302.062,화면 시간표,A
S19_CHW,S02_state,NORMAL,297.062,307.062,화면 시간표,A
S19_CHW,S02_state,NORMAL,302.062,312.062,화면 시간표,A
S19_CHW,S02_state,NORMAL,307.062,317.062,화면 시간표,A
S19_CHW,S02_state,NORMAL,312.062,322.062,화면 시간표,A
S19_CHW,S02_state,NORMAL,317.062,327.062,화면 시간표,A
S19_CHW,S02_state,NORMAL,322.062,332.062,화면 시간표,A
S19_CHW,S02_state,NORMAL,327.062,337.062,화면 시간표,A
S19_CHW,S02_state,NORMAL,332.062,342.062,화면 시간표,A
S19_CHW,S02_state,SLOW,352.062,362.062,화면 시간표,A
S19_CHW,S02_state,SLOW,357.062,367.062,화면 시간표,A
S19_CHW,S02_state,SLOW,362.062,372.062,화면 시간표,A
S19_CHW,S02_state,SLOW,367.062,377.062,화면 시간표,A
S19_CHW,S02_state,SLOW,372.062,382.062,화면 시간표,A
S19_CHW,S02_state,SLOW,377.062,387.062,화면 시간표,A
S19_CHW,S02_state,SLOW,382.062,392.062,화면 시간표,A
S19_CHW,S02_state,SLOW,387.062,397.062,화면 시간표,A
S19_CHW,S02_state,SLOW,392.062,402.062,화면 시간표,A
S19_CHW,S02_state,HOLD,409.062,417.062,25~30초 허용+RSP 확인,B
S19_CHW,S02_state,HOLD,413.062,421.062,25~30초 허용+RSP 확인,B
S19_CHW,S02_state,HOLD,417.062,425.062,25~30초 허용+RSP 확인,B
S19_CHW,S02_state,HOLD,421.062,429.062,25~30초 허용+RSP 확인,B
S19_CHW,S02_state,HOLD,425.062,433.062,25~30초 허용+RSP 확인,B
S19_CHW,S02_state,POST_HOLD,441.2,451.2,RSP 재개 후~운동 준비 전,B
S19_CHW,S02_state,POST_HOLD,446.2,456.2,RSP 재개 후~운동 준비 전,B
S19_CHW,S02_state,POST_HOLD,451.2,461.2,RSP 재개 후~운동 준비 전,B
S19_CHW,S02_state,POST_HOLD,456.2,466.2,RSP 재개 후~운동 준비 전,B
S19_CHW,S02_state,POST_HOLD,461.2,471.2,RSP 재개 후~운동 준비 전,B
S19_CHW,S02_state,POST_HOLD,466.2,476.2,RSP 재개 후~운동 준비 전,B
S19_CHW,S02_state,POST_HOLD,471.2,481.2,RSP 재개 후~운동 준비 전,B
S19_CHW,S02_state,POST_HOLD,476.2,486.2,RSP 재개 후~운동 준비 전,B
S19_CHW,S02_state,POST_HOLD,481.2,491.2,RSP 재개 후~운동 준비 전,B
S19_CHW,S02_state,SQUAT,517.062,527.062,화면 시간표(준비/착석 제외),A
S19_CHW,S02_state,SQUAT,522.062,532.062,화면 시간표(준비/착석 제외),A
S19_CHW,S02_state,SQUAT,527.062,537.062,화면 시간표(준비/착석 제외),A
S19_CHW,S02_state,SQUAT,532.062,542.062,화면 시간표(준비/착석 제외),A
S19_CHW,S02_state,SQUAT,537.062,547.062,화면 시간표(준비/착석 제외),A
S19_CHW,S02_state,SQUAT,542.062,552.062,화면 시간표(준비/착석 제외),A
S19_CHW,S02_state,SQUAT,547.062,557.062,화면 시간표(준비/착석 제외),A
S19_CHW,S02_state,SQUAT,552.062,562.062,화면 시간표(준비/착석 제외),A
S19_CHW,S02_state,SQUAT,557.062,567.062,화면 시간표(준비/착석 제외),A
S19_CHW,S02_state,POST_EXERCISE,592.062,602.062,화면 시간표(착석 후 5초 제외),A
S19_CHW,S02_state,POST_EXERCISE,597.062,607.062,화면 시간표(착석 후 5초 제외),A
S19_CHW,S02_state,POST_EXERCISE,602.062,612.062,화면 시간표(착석 후 5초 제외),A
S19_CHW,S02_state,POST_EXERCISE,607.062,617.062,화면 시간표(착석 후 5초 제외),A
S19_CHW,S02_state,POST_EXERCISE,612.062,622.062,화면 시간표(착석 후 5초 제외),A
S19_CHW,S02_state,POST_EXERCISE,617.062,627.062,화면 시간표(착석 후 5초 제외),A
S19_CHW,S02_state,POST_EXERCISE,622.062,632.062,화면 시간표(착석 후 5초 제외),A
S19_CHW,S02_state,POST_EXERCISE,627.062,637.062,화면 시간표(착석 후 5초 제외),A
S19_CHW,S02_state,POST_EXERCISE,632.062,642.062,화면 시간표(착석 후 5초 제외),A
S21_PSJ,S01_angle,FACE_R1,32.006000000000036,40.006000000000036,화면 1분+회전 피크,A
S21_PSJ,S01_angle,FACE_R1,36.006000000000036,44.006000000000036,화면 1분+회전 피크,A
S21_PSJ,S01_angle,FACE_R1,40.006000000000036,48.006000000000036,화면 1분+회전 피크,A
S21_PSJ,S01_angle,FACE_R1,44.006000000000036,52.006000000000036,화면 1분+회전 피크,A
S21_PSJ,S01_angle,FACE_R1,48.006000000000036,56.006000000000036,화면 1분+회전 피크,A
S21_PSJ,S01_angle,FACE_R1,52.006000000000036,60.006000000000036,화면 1분+회전 피크,A
S21_PSJ,S01_angle,FACE_R1,56.006000000000036,64.00600000000003,화면 1분+회전 피크,A
S21_PSJ,S01_angle,FACE_R1,60.006000000000036,68.00600000000003,화면 1분+회전 피크,A
S21_PSJ,S01_angle,FACE_R1,64.00600000000003,72.00600000000003,화면 1분+회전 피크,A
S21_PSJ,S01_angle,FACE_R1,68.00600000000003,76.00600000000003,화면 1분+회전 피크,A
S21_PSJ,S01_angle,FACE_R2,85.4,93.4,회전 피크 사이,A
S21_PSJ,S01_angle,FACE_R2,89.4,97.4,회전 피크 사이,A
S21_PSJ,S01_angle,FACE_R2,93.4,101.4,회전 피크 사이,A
S21_PSJ,S01_angle,FACE_R2,97.4,105.4,회전 피크 사이,A
S21_PSJ,S01_angle,FACE_R2,101.4,109.4,회전 피크 사이,A
S21_PSJ,S01_angle,FACE_R2,105.4,113.4,회전 피크 사이,A
S21_PSJ,S01_angle,FACE_R2,109.4,117.4,회전 피크 사이,A
S21_PSJ,S01_angle,FACE_R2,113.4,121.4,회전 피크 사이,A
S21_PSJ,S01_angle,FACE_R2,117.4,125.4,회전 피크 사이,A
S21_PSJ,S01_angle,FACE_R2,121.4,129.4,회전 피크 사이,A
S21_PSJ,S01_angle,FACE_R2,125.4,133.4,회전 피크 사이,A
S21_PSJ,S01_angle,FACE_R2,129.4,137.4,회전 피크 사이,A
S21_PSJ,S01_angle,FACE_R3,147.4,155.4,두 번째 회전 후,A
S21_PSJ,S01_angle,FACE_R3,151.4,159.4,두 번째 회전 후,A
S21_PSJ,S01_angle,FACE_R3,155.4,163.4,두 번째 회전 후,A
S21_PSJ,S01_angle,FACE_R3,159.4,167.4,두 번째 회전 후,A
S21_PSJ,S01_angle,FACE_R3,163.4,171.4,두 번째 회전 후,A
S21_PSJ,S01_angle,FACE_R3,167.4,175.4,두 번째 회전 후,A
S21_PSJ,S01_angle,FACE_R3,171.4,179.4,두 번째 회전 후,A
S21_PSJ,S01_angle,FACE_R3,175.4,183.4,두 번째 회전 후,A
S21_PSJ,S01_angle,FACE_R3,179.4,187.4,두 번째 회전 후,A
S21_PSJ,S01_angle,FACE_R3,183.4,191.4,두 번째 회전 후,A
S21_PSJ,S01_angle,FACE_R3,187.4,195.4,두 번째 회전 후,A
S21_PSJ,S01_angle,FACE_R3,191.4,199.4,두 번째 회전 후,A
S21_PSJ,S02_state,NORMAL,248.80800000000008,258.8080000000001,화면 시간표,A
S21_PSJ,S02_state,NORMAL,253.80800000000008,263.8080000000001,화면 시간표,A
S21_PSJ,S02_state,NORMAL,258.8080000000001,268.8080000000001,화면 시간표,A
S21_PSJ,S02_state,NORMAL,263.8080000000001,273.8080000000001,화면 시간표,A
S21_PSJ,S02_state,NORMAL,268.8080000000001,278.8080000000001,화면 시간표,A
S21_PSJ,S02_state,NORMAL,273.8080000000001,283.8080000000001,화면 시간표,A
S21_PSJ,S02_state,NORMAL,278.8080000000001,288.8080000000001,화면 시간표,A
S21_PSJ,S02_state,NORMAL,283.8080000000001,293.8080000000001,화면 시간표,A
S21_PSJ,S02_state,NORMAL,288.8080000000001,298.8080000000001,화면 시간표,A
S21_PSJ,S02_state,SLOW,308.8080000000001,318.8080000000001,화면 시간표,A
S21_PSJ,S02_state,SLOW,313.8080000000001,323.8080000000001,화면 시간표,A
S21_PSJ,S02_state,SLOW,318.8080000000001,328.8080000000001,화면 시간표,A
S21_PSJ,S02_state,SLOW,323.8080000000001,333.8080000000001,화면 시간표,A
S21_PSJ,S02_state,SLOW,328.8080000000001,338.8080000000001,화면 시간표,A
S21_PSJ,S02_state,SLOW,333.8080000000001,343.8080000000001,화면 시간표,A
S21_PSJ,S02_state,SLOW,338.8080000000001,348.8080000000001,화면 시간표,A
S21_PSJ,S02_state,SLOW,343.8080000000001,353.8080000000001,화면 시간표,A
S21_PSJ,S02_state,SLOW,348.8080000000001,358.8080000000001,화면 시간표,A
S21_PSJ,S02_state,HOLD,365.8080000000001,373.8080000000001,25~30초 허용+RSP 확인,B
S21_PSJ,S02_state,HOLD,369.8080000000001,377.8080000000001,25~30초 허용+RSP 확인,B
S21_PSJ,S02_state,HOLD,373.8080000000001,381.8080000000001,25~30초 허용+RSP 확인,B
S21_PSJ,S02_state,HOLD,377.8080000000001,385.8080000000001,25~30초 허용+RSP 확인,B
S21_PSJ,S02_state,POST_HOLD,396.05,406.05,RSP 재개 후~운동 준비 전,B
S21_PSJ,S02_state,POST_HOLD,401.05,411.05,RSP 재개 후~운동 준비 전,B
S21_PSJ,S02_state,POST_HOLD,406.05,416.05,RSP 재개 후~운동 준비 전,B
S21_PSJ,S02_state,POST_HOLD,411.05,421.05,RSP 재개 후~운동 준비 전,B
S21_PSJ,S02_state,POST_HOLD,416.05,426.05,RSP 재개 후~운동 준비 전,B
S21_PSJ,S02_state,POST_HOLD,421.05,431.05,RSP 재개 후~운동 준비 전,B
S21_PSJ,S02_state,POST_HOLD,426.05,436.05,RSP 재개 후~운동 준비 전,B
S21_PSJ,S02_state,POST_HOLD,431.05,441.05,RSP 재개 후~운동 준비 전,B
S21_PSJ,S02_state,POST_HOLD,436.05,446.05,RSP 재개 후~운동 준비 전,B
S21_PSJ,S02_state,SQUAT,473.8080000000001,483.8080000000001,화면 시간표(준비/착석 제외),A
S21_PSJ,S02_state,SQUAT,478.8080000000001,488.8080000000001,화면 시간표(준비/착석 제외),A
S21_PSJ,S02_state,SQUAT,483.8080000000001,493.8080000000001,화면 시간표(준비/착석 제외),A
S21_PSJ,S02_state,SQUAT,488.8080000000001,498.8080000000001,화면 시간표(준비/착석 제외),A
S21_PSJ,S02_state,SQUAT,493.8080000000001,503.8080000000001,화면 시간표(준비/착석 제외),A
S21_PSJ,S02_state,SQUAT,498.8080000000001,508.8080000000001,화면 시간표(준비/착석 제외),A
S21_PSJ,S02_state,SQUAT,503.8080000000001,513.8080000000001,화면 시간표(준비/착석 제외),A
S21_PSJ,S02_state,SQUAT,508.8080000000001,518.8080000000001,화면 시간표(준비/착석 제외),A
S21_PSJ,S02_state,SQUAT,513.8080000000001,523.8080000000001,화면 시간표(준비/착석 제외),A
S21_PSJ,S02_state,POST_EXERCISE,548.8080000000001,558.8080000000001,화면 시간표(착석 후 5초 제외),A
S21_PSJ,S02_state,POST_EXERCISE,553.8080000000001,563.8080000000001,화면 시간표(착석 후 5초 제외),A
S21_PSJ,S02_state,POST_EXERCISE,558.8080000000001,568.8080000000001,화면 시간표(착석 후 5초 제외),A
S21_PSJ,S02_state,POST_EXERCISE,563.8080000000001,573.8080000000001,화면 시간표(착석 후 5초 제외),A
S21_PSJ,S02_state,POST_EXERCISE,568.8080000000001,578.8080000000001,화면 시간표(착석 후 5초 제외),A
S21_PSJ,S02_state,POST_EXERCISE,573.8080000000001,583.8080000000001,화면 시간표(착석 후 5초 제외),A
S21_PSJ,S02_state,POST_EXERCISE,578.8080000000001,588.8080000000001,화면 시간표(착석 후 5초 제외),A
S21_PSJ,S02_state,POST_EXERCISE,583.8080000000001,593.8080000000001,화면 시간표(착석 후 5초 제외),A
S21_PSJ,S02_state,POST_EXERCISE,588.8080000000001,598.8080000000001,화면 시간표(착석 후 5초 제외),A
S23_KDM,S01_angle,FACE_R1,29.91600000000001,37.91600000000001,화면 1분+회전 피크,A
S23_KDM,S01_angle,FACE_R1,33.91600000000001,41.91600000000001,화면 1분+회전 피크,A
S23_KDM,S01_angle,FACE_R1,37.91600000000001,45.91600000000001,화면 1분+회전 피크,A
S23_KDM,S01_angle,FACE_R1,41.91600000000001,49.91600000000001,화면 1분+회전 피크,A
S23_KDM,S01_angle,FACE_R1,45.91600000000001,53.91600000000001,화면 1분+회전 피크,A
S23_KDM,S01_angle,FACE_R1,49.91600000000001,57.91600000000001,화면 1분+회전 피크,A
S23_KDM,S01_angle,FACE_R1,53.91600000000001,61.91600000000001,화면 1분+회전 피크,A
S23_KDM,S01_angle,FACE_R1,57.91600000000001,65.91600000000001,화면 1분+회전 피크,A
S23_KDM,S01_angle,FACE_R1,61.91600000000001,69.91600000000001,화면 1분+회전 피크,A
S23_KDM,S01_angle,FACE_R2,81.5,89.5,회전 피크 사이,A
S23_KDM,S01_angle,FACE_R2,85.5,93.5,회전 피크 사이,A
S23_KDM,S01_angle,FACE_R2,89.5,97.5,회전 피크 사이,A
S23_KDM,S01_angle,FACE_R2,93.5,101.5,회전 피크 사이,A
S23_KDM,S01_angle,FACE_R2,97.5,105.5,회전 피크 사이,A
S23_KDM,S01_angle,FACE_R2,101.5,109.5,회전 피크 사이,A
S23_KDM,S01_angle,FACE_R2,105.5,113.5,회전 피크 사이,A
S23_KDM,S01_angle,FACE_R2,109.5,117.5,회전 피크 사이,A
S23_KDM,S01_angle,FACE_R2,113.5,121.5,회전 피크 사이,A
S23_KDM,S01_angle,FACE_R2,117.5,125.5,회전 피크 사이,A
S23_KDM,S01_angle,FACE_R2,121.5,129.5,회전 피크 사이,A
S23_KDM,S01_angle,FACE_R2,125.5,133.5,회전 피크 사이,A
S23_KDM,S01_angle,FACE_R3,143.7,151.7,두 번째 회전 후,A
S23_KDM,S01_angle,FACE_R3,147.7,155.7,두 번째 회전 후,A
S23_KDM,S01_angle,FACE_R3,151.7,159.7,두 번째 회전 후,A
S23_KDM,S01_angle,FACE_R3,155.7,163.7,두 번째 회전 후,A
S23_KDM,S01_angle,FACE_R3,159.7,167.7,두 번째 회전 후,A
S23_KDM,S01_angle,FACE_R3,163.7,171.7,두 번째 회전 후,A
S23_KDM,S01_angle,FACE_R3,167.7,175.7,두 번째 회전 후,A
S23_KDM,S01_angle,FACE_R3,171.7,179.7,두 번째 회전 후,A
S23_KDM,S01_angle,FACE_R3,175.7,183.7,두 번째 회전 후,A
S23_KDM,S01_angle,FACE_R3,179.7,187.7,두 번째 회전 후,A
S23_KDM,S01_angle,FACE_R3,183.7,191.7,두 번째 회전 후,A
